movieId,movie_idx,title_clean,genres_clean,corpus
4658,3685,Santa Sangre,drama horror mystery thriller,santa sangre drama horror mystery thriller drama horror mystery thriller atmospheric cerebral creepy disturbing eerie enigmatic stylized tense visceral clowns vhs jodorowsky
4846,3686,Iron Monkey (Siunin Wong Fei-hung tsi titmalau),action comedy,iron monkey (siunin wong fei-hung tsi titmalau) action comedy action comedy eric's dvds wuxia hilarious martial arts ironic
4967,3687,No Man's Land,drama,no man's land drama drama divx no happy end want to see again movielens top pick special comedy ethnic conflict war oscar (best foreign language film)
5026,3688,"Brotherhood of the Wolf, The (Le Pacte des loups)",action fantasy mystery thriller,"brotherhood of the wolf, the (le pacte des loups) action fantasy mystery thriller action fantasy mystery thriller 18th century beast of gã©vaudan cdon courtesan to see sub titles atmospheric creepy goth lavish menacing stylized visceral nudity (rear) nudity (topless) mixed up martial arts exotica taxidermy ummarti2006"
5059,3689,Little Dieter Needs to Fly,documentary,little dieter needs to fly documentary documentary eccentricity man vs. nature military werner herzog netflix instant watching
5225,3690,And Your Mother Too (Y tu mamÃ¡ tambiÃ©n),drama romance,and your mother too (y tu mamã¡ tambiã©n) drama romance drama romance unusual mexican favorite erotic hectic passionate 07.01.06 bibliothek coming of age very interesting like-i-like top pick yahoo top pick bittersweet compassionate earthy humorous irreverent sexy witty alfonso cuaron owned nudity (full frontal - notable) seen more than once hottie three pillows 4 male nudity slashy netflix mexico maribel verdu must see sex scenes comedy great story temperature raising disappointing from cuaron cool shit sexy gayness amazing drama limada romance fast latin refreshing strangely compelling beautiful funny realistic
5298,3691,Human Nature,comedy romance,human nature comedy romance comedy romance directorial debut charlie kaufman michel gondry nudity (full frontal) quirky
5356,3692,"Giant Spider Invasion, The",horror sci fi,"giant spider invasion, the horror sci fi horror sci fi mst3k unintentional comedy"
5477,3693,Sex and Lucia (LucÃ­a y el sexo),drama romance,sex and lucia (lucã­a y el sexo) drama romance drama romance nudity (full frontal - notable) cdon julio medem male nudity writer's life avi
5483,3694,"Kid Stays In the Picture, The",documentary,"kid stays in the picture, the documentary documentary movie business"
5508,3695,24 Hour Party People,comedy drama musical,24 hour party people comedy drama musical comedy drama musical manchester new wave rock and roll 1970s 1980s archive footage breaking the fourth wall dancing drug addiction drugs & music england epilepsy joy division music music business nightclub prostitutes punk rock r r:drug use r:sexuality r:strong language reporter seen 2008 suicide wired 50 greatest soundtracks
5569,3696,"Last House on the Left, The",crime horror thriller,"last house on the left, the crime horror thriller crime horror thriller nudity (full frontal)"
5570,3697,Thesis (Tesis),drama horror thriller,thesis (tesis) drama horror thriller drama horror thriller directorial debut snuff
5726,3698,Dead & Buried,horror,dead & buried horror horror betamax
5792,3699,Roger Dodger,comedy drama,roger dodger comedy drama comedy drama dating to see battle of the sexes biting cynical fish out of water irreverent playing the field quirky talky urbane 3.5 one of the greatest scripts of the last 10 years owned jennifer beals lothario new york city philosophy showgirls
5797,3700,"Company of Wolves, The",fantasy horror,"company of wolves, the fantasy horror fantasy horror book was better atmospheric creepy dreamlike ominous stylized tense visceral betamax werewolves"
5959,3701,Narc,crime drama thriller,narc crime drama thriller crime drama thriller bleak cynical forceful gritty harsh tense visceral quase conseguiu mas se embolou muito no final tentou sair do clichãâª tumey's dvds
6140,3702,Unsane (Tenebre),crime horror mystery thriller,unsane (tenebre) crime horror mystery thriller crime horror mystery thriller italian filmifriikki for kata giallo erlend's dvds tumey's dvds
6197,3703,Spider,drama mystery,spider drama mystery drama mystery madness mental illness interesting kumma deliberate disturbing enigmatic gloomy hallucinatory meditative somber understated dvd corvallis library
6283,3704,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira),action animation film noir sci fi thriller,cowboy bebop: the movie (cowboy bebop: tengoku no tobira) action animation film noir sci fi thriller action animation film noir sci fi thriller anime for kata world war ii good score bounty hunters cynical gritty haunted by the past heroic mission humorous race against time slick unlikely heroes visceral sexualized violence comic book great anime film vhs bazaar marketplace arabic beautiful music adult swim
6286,3705,"Man Without a Past, The (Mies vailla menneisyyttÃ¤)",comedy drama,"man without a past, the (mies vailla menneisyyttã¤) comedy drama comedy drama amnesia atmospheric cameos deadpan executed with economy of expression finland trilogy good casting great use of music jukebox sometimes marriage makes you wanna forget why the hell you said yes second chance finnland finnish reminded me of american astronaut millenial foreign comedies to see"
6301,3706,Straw Dogs,drama thriller,straw dogs drama thriller drama thriller bar destruction drinking flashbacks hiding place hunting husband-wife relationship moral ambiguity rats sexualized violence village where is the cat? sam peckinpah misogyny rape vigilante americans abroad confrontational dangerous friends disturbing harsh menacing ominous out for revenge rape & sexual abuse small-town life tense visceral nudity (topless - notable) even dweebs go psycho if you keep making fun of their glasses dustin hoffman revenge susan george england farm lands end pub rural small town violence
6331,3707,Spellbound,comedy documentary,spellbound comedy documentary comedy documentary spelling bee fun to watch kate heartwarming recommendz top pick documentary seen more than once competition movie to see netflix instant watching
6387,3708,Once a Thief (Zong Heng si Hai),action comedy crime thriller,once a thief (zong heng si hai) action comedy crime thriller action comedy crime thriller 
6461,3709,"Unforgiven, The",drama western,"unforgiven, the drama western drama western too western"
6530,3710,"Tenant, The",horror mystery thriller,"tenant, the horror mystery thriller horror mystery thriller atmospheric claustrophobic hallucinatory menacing ominous paranoid quirky wry roman polanski"
6552,3711,Dirty Pretty Things,drama thriller,dirty pretty things drama thriller drama thriller immigrants immigration library to see london stephen frears blackmail chess doctors hotel illegal immigration nudity (topless - brief) r sexual exploitation tumey's dvds audrey tautou
6582,3712,Remo Williams: The Adventure Begins,action comedy crime thriller,remo williams: the adventure begins action comedy crime thriller action comedy crime thriller martial arts
6659,3713,Tremors,comedy horror sci fi,tremors comedy horror sci fi comedy horror sci fi gfei own it black comedy monster silly unrealistic hilarious cult film
6721,3714,Once Upon a Time in China (Wong Fei-hung),action adventure drama,once upon a time in china (wong fei-hung) action adventure drama action adventure drama eric's dvds wuxia jet li on tv all the time
6722,3715,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),action romance,once upon a time in china ii (wong fei-hung ji yi: naam yi dong ji keung) action romance action romance wuxia jet li one of  the 10 best movies ever made.
6731,3716,Day of the Dead,horror thriller,day of the dead horror thriller horror thriller zombies tense claustrophobic creepy downbeat menacing paranoid george a. romero zombie my movies vhs sven's to see list
6748,3717,"Brood, The",horror,"brood, the horror horror betamax"
6755,3718,Bubba Ho-tep,comedy horror,bubba ho-tep comedy horror comedy horror bruce campbell hilarious watched 2006 character based on real person:jfk â \t\t\t\t\tcharacter based on real person:the king â religion:elvis jfk mummy tumey's dvds elvis iconography b-movie elvis kinda boring ummarti2006
6772,3719,To Be and to Have (Ãtre et avoir),documentary,to be and to have (ãtre et avoir) documentary documentary library teacher teacher as protagonist erlend's dvds 16mm education field trip france minds rural
6857,3720,Ninja Scroll (JÃ»bei ninpÃ»chÃ´),action adventure animation fantasy,ninja scroll (jã»bei ninpã»chã´) action adventure animation fantasy action adventure animation fantasy anime library ninja samurai video debut dark hero martial arts sexualized violence great anime nicolas cage katsomattomat
6858,3721,Knife in the Water (NÃ³z w wodzie),drama,knife in the water (nã³z w wodzie) drama drama directorial debut polish movie library erlend's dvds janus 50 atmospheric claustrophobic confrontational tense understated roman polanski criterion suspense dvd-video
6882,3722,Returner (Ritaanaa),action adventure sci fi,returner (ritaanaa) action adventure sci fi action adventure sci fi alien invasion aliens end of the world future time travel
6920,3723,"Red Circle, The (Le Cercle Rouge)",crime thriller,"red circle, the (le cercle rouge) crime thriller crime thriller criterion atmospheric tense visceral tumey's dvds old jean-pierre melville"
7124,3724,Grass,comedy documentary,grass comedy documentary comedy documentary documentary drugs own vhs marihuana
7235,3725,Ichi the Killer (Koroshiya 1),action comedy crime drama horror thriller,ichi the killer (koroshiya 1) action comedy crime drama horror thriller action comedy crime drama horror thriller splatter confrontational disturbing forceful quirky stylized tense extremely violent tumey's dvds takashi miike extravagant ironic
7364,3726,Intermission,comedy crime drama,intermission comedy crime drama comedy crime drama ireland colin farrell irish
7382,3727,I'm Not Scared (Io non ho paura),drama mystery thriller,i'm not scared (io non ho paura) drama mystery thriller drama mystery thriller dani2008 adolescence crime 1970s agonizing based on a book childhood country life cycling father-son relationship field friends historical kidnapping library loosely based on true events mothers and sons parents pigs rural secrets siblings subterranean television trapped or confined wheat wonderful from the view of children for katie r
7481,3728,Enemy Mine,adventure drama sci fi,enemy mine adventure drama sci fi adventure drama sci fi based on a book adapted from:book friday night movie star trek connection alien aliens enemy marooned stranded war wolfgang petersen massacred the book
7486,3729,Happy Together (Buenos Aires Affair) (Chun gwong cha sit),drama romance,happy together (buenos aires affair) (chun gwong cha sit) drama romance drama romance 1990s abroad addiction alone argentina astor piazzolla bar beaten bittersweet buenos aires butchery cooking drab frank zappa gay great use of music jealousy last tango in buenos aires latin rhytms library vhs loneliness male nudity male prostitute melancholy on the road on-off relationship partially black and white passionate quarrelsome restaurant second chance sex scenes smoking soccer some elements of a road movie starting over tango waterfall wretched atmospheric
7636,3730,Raising Cain,horror thriller,raising cain horror thriller horror thriller brian de palma
7649,3731,Babylon 5: In the Beginning,adventure sci fi,babylon 5: in the beginning adventure sci fi adventure sci fi sci-fi space station bruce boxleitner michael vejar based on a tv show tv
7769,3732,Legend of the Village Warriors (Bangrajan),action drama war,legend of the village warriors (bangrajan) action drama war action drama war 16th century better than expected buddhism civilians at war combat strategy compassion-stirring despair female warriors fight for freedom freedom funeral customs furious hereafter historical last resort military superiority should be linked with war movies such as 300; braveheart; talvisota siam superior numbers of burmese soldiers vs. one village survival sword fight village
